lid,title,new_title,url
5a178f67a593cc7ce3fb30009b55429c,《全国主要产品分类与代码》,全国主要产品分类与代码,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=5a178f67a593cc7ce3fb30009b55429c
a60ac17791bf24ec3cd90adc08a69970,《公开募集证券投资基金运作指引第2号-基金中基金指引》,公开募集证券投资基金运作指引第2号-基金中基金指引,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=a60ac17791bf24ec3cd90adc08a69970
27efbd2b22d084160c607fb08e7ea4f5,《江苏省社会救助办法》,江苏省社会救助办法,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=27efbd2b22d084160c607fb08e7ea4f5
eedd43fb1d8a40fdb27ca379a20fff5a,《主协议（凭证特别版）》,主协议（凭证特别版）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=eedd43fb1d8a40fdb27ca379a20fff5a
ed553902116b46bbfcf47232b1e49bb9,《西安市人民政府关于修改〈西安市消防管理处罚办法〉的决定》,西安市人民政府关于修改《西安市消防管理处罚办法》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=ed553902116b46bbfcf47232b1e49bb9
70702c12cd53818340b361ce9553587d,《公开发行证券的公司信息披露内容与格式准则第2号-年度报告的内容与格式（2016年修订）》,公开发行证券的公司信息披露内容与格式准则第2号-年度报告的内容与格式（2016年修订）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=70702c12cd53818340b361ce9553587d
59e2c42ca17711c23d8d0a5d305373ad,《公开发行证券的公司信息披露内容与格式准则第3号-半年度报告的内容与格式（2016年修订）》,公开发行证券的公司信息披露内容与格式准则第3号-半年度报告的内容与格式（2016年修订）,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=59e2c42ca17711c23d8d0a5d305373ad
276c3536f169d30d90295798ff14ee1d,《机械行业节能设计规范》,机械行业节能设计规范,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=276c3536f169d30d90295798ff14ee1d
bd98931393bd1ea4eadc7dfc1a181ca4,《工程建设地理信息系统软件通用标准》,工程建设地理信息系统软件通用标准,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=bd98931393bd1ea4eadc7dfc1a181ca4
b69a1ef2b27ec88de1ad5b7b13794ba7,《机动车部件自愿性认证实施规则》,机动车部件自愿性认证实施规则,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=b69a1ef2b27ec88de1ad5b7b13794ba7
72462df5541b271c482d4c61e66ebaaa,《缓解生猪市场价格周期性波动调控预案》,缓解生猪市场价格周期性波动调控预案,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=72462df5541b271c482d4c61e66ebaaa
2795d2bcd01a6742990831ce176700c9,《西安市人民政府关于修改〈西安市冬季清除积雪、积冰的暂行规定〉的决定》,西安市人民政府关于修改《西安市冬季清除积雪、积冰的暂行规定》的决定,http://yjs.alphalawyer.cn/#/app/law-statute-manage?id=2795d2bcd01a6742990831ce176700c9
